0.182713 0.202163 0.114538 -0.000376 -0.000575 -0.283271 -0.098936 0.033230 -0.183203 -0.209450
0.052052 -0.036197 -0.021932 -0.019199 0.174939 -0.028363 -0.043940 -0.055816 0.045603 0.125691
0.173281 -0.207028 0.092636 -0.213347 0.120165 -0.219222 0.188702 0.062711 -0.213664 -0.042029
-0.163978 0.131401 0.064855 -0.187091 0.256691 -0.132309 -0.049890 0.112826 0.057761 0.023340
0.000029 -0.136911 -0.110156 -0.081469 0.101186 -0.005430 -0.153151 0.137026 -0.005197 0.001233
-0.018015 -0.004941 -0.107334 -0.139663 0.010374 -0.139220 -0.180280 -0.050663 -0.097907 -0.206513
-0.256077 -0.265481 -0.181541 0.025478 0.046351 0.184436 0.035364 0.049180 -0.265341 -0.100776
0.119661 0.070066 0.046206 0.083508 0.069897 0.156192 0.046848 -0.046616 0.040138 -0.006407
0.120038 0.126505 0.149903 0.112277 0.153849 0.242154 0.200762 0.099915 0.199741 0.173521
-0.128203 0.154315 -0.100291 -0.150414 0.133714 0.050909 -0.232864 0.197090 0.134964 0.091350
-0.195098 -0.070533 -0.064753 -0.183160 0.096383 -0.104055 0.148415 0.070157 0.085916 0.275599
-0.188645 -0.007884 -0.104790 -0.056355 -0.069528 -0.201969 -0.019505 -0.020494 -0.142784 -0.069157
-0.035515 0.047748 -0.116763 -0.182498 -0.227391 -0.029250 -0.217919 -0.108368 0.118299 -0.055920
-0.077060 -0.010206 -0.278593 0.068027 -0.034870 -0.005988 0.101235 0.119940 0.047147 -0.023276
0.225561 -0.152241 -0.290812 0.019064 -0.193586 0.245489 0.269289 0.288866 0.153091 -0.258401
0.173228 0.190417 0.104987 0.187509 -0.096967 0.111401 0.089467 0.032167 0.012952 -0.064397
0.179363 0.141194 0.009856 0.009336 -0.035006 -0.131707 0.078729 0.116326 0.055471 -0.050620
-0.062061 0.064694 -0.068441 0.001018 -0.042117 -0.073625 -0.072305 0.003710 -0.096719 -0.028416
0.144127 0.052796 0.068912 0.029155 -0.028344 0.120756 -0.155555 -0.120652 -0.193602 -0.069805
0.094579 -0.123840 -0.158986 -0.128424 -0.150235 -0.038867 0.013838 -0.107566 -0.101942 0.068719
0.061180 -0.081686 -0.065630 0.132788 0.173595 0.142072 -0.106801 0.214439 -0.167582 0.118082
-0.205913 0.069263 0.140055 0.200837 -0.099262 0.252644 0.101447 0.260127 -0.092568 -0.062266
0.163720 -0.217835 -0.014269 -0.234257 -0.104285 0.153338 0.049352 0.233689 -0.211485 0.316855
-0.020890 -0.012283 0.033452 0.162836 0.133563 0.152953 0.174703 -0.035734 -0.071188 0.026141
0.019054 0.099962 0.100289 0.059227 -0.128873 -0.061190 0.121680 0.036091 0.130200 -0.131950
-0.128377 0.220097 -0.033490 -0.246490 -0.283495 0.163444 -0.132019 -0.007262 0.028869 -0.002219
-0.066865 0.148114 -0.013133 0.197755 -0.051340 0.011917 -0.094249 0.027659 0.120514 0.083192
0.004685 0.018262 0.113952 -0.056515 0.040687 0.029178 0.032331 0.049986 -0.031075 -0.065872
-0.277500 0.032101 -0.299832 -0.232570 0.141284 -0.227726 0.212073 -0.195257 -0.143961 -0.128582
-0.186968 0.183607 0.196849 0.149379 0.150948 -0.020871 -0.200472 -0.135032 0.077370 0.180031
0.033949 -0.022978 0.240594 -0.076539 -0.238250 0.202243 -0.060198 -0.072276 -0.207816 0.016426
-0.097422 0.006827 -0.129039 -0.050546 -0.032985 -0.227102 -0.106889 -0.019525 -0.002222 0.031052
0.108223 0.241924 0.149462 0.080590 0.017604 0.022691 0.001030 0.016043 -0.163451 0.107628
0.056688 0.219719 0.165174 -0.160525 0.131600 -0.067440 0.045432 0.050952 0.016777 0.213650
0.235813 0.025811 0.128110 -0.032356 -0.135705 0.052996 0.103756 0.284073 -0.017287 0.292259
0.152110 -0.147093 -0.086594 -0.017759 0.115933 0.024932 0.036704 0.081490 -0.231807 0.281929
0.232826 0.058713 0.140547 -0.046747 0.033798 0.114735 -0.191904 0.081976 -0.114525 -0.176829
0.061232 -0.076075 -0.090499 -0.012744 -0.027435 0.075815 0.126443 0.158284 0.119353 0.099827
0.136971 0.007228 0.206052 0.024141 -0.008159 -0.019346 0.012318 0.125853 -0.057239 0.021181
-0.083191 0.082851 -0.007704 -0.126245 0.048979 -0.074717 -0.063784 0.016464 -0.019157 0.039386
-0.083855 0.131866 -0.302717 0.090589 -0.090040 -0.107486 -0.170173 -0.172849 -0.191104 0.016034
-0.120141 0.026185 0.059385 -0.126893 0.177440 0.147341 -0.024754 0.139341 0.029284 0.163313
0.073596 0.071601 -0.149328 -0.011516 -0.056825 0.041337 0.058443 -0.035210 0.027856 -0.052978
0.172853 0.186796 0.220132 0.131155 0.212394 0.145811 0.011399 -0.144565 -0.199188 0.251348
0.036140 0.033631 0.012196 -0.161946 -0.071669 -0.003327 0.057334 -0.071866 -0.004229 -0.254306
-0.164392 0.026494 0.255516 0.206945 0.115856 -0.108540 0.125468 0.043405 0.004746 -0.233675
0.155152 0.169506 0.082303 0.046744 -0.222155 -0.158397 0.046772 0.059416 -0.249282 0.157111
-0.102125 -0.154626 0.097459 0.052639 -0.044199 0.153032 -0.090531 0.043568 0.097181 0.017269
-0.130554 0.186628 -0.054223 -0.079602 0.072240 -0.146438 0.092503 -0.066368 -0.104741 -0.058520
-0.014083 0.265367 -0.215370 -0.009942 0.088255 0.135401 -0.074437 -0.266927 0.010317 -0.008552
