-0.048217 0.073192 -0.113148 0.103957 0.070503 0.000000 0.085731 -0.217773 -0.110611 -0.132578 -0.136543 -0.152838 0.070527 0.030320 0.061005 0.094333 -0.136905 -0.064498 -0.019368 -0.062596 0.097966 0.159041 -0.152702 0.068674 0.175561 0.044291 0.076832 0.119408 0.071428 0.101032 -0.179890 0.015862 0.138925 0.000142 0.210715 -0.088525 0.004840 0.091618 -0.068901 -0.074301 -0.160554 0.157687 0.067264 -0.175786 0.146532 0.169454 -0.134856 -0.105095 0.020045 0.085282
-0.198568 -0.004367 -0.160692 0.086139 -0.106271 -0.186224 -0.118129 0.078754 -0.081549 0.177843 -0.099718 0.027036 -0.100948 -0.067288 0.109188 0.103904 0.198405 0.147600 0.049210 -0.036198 -0.061613 -0.088128 -0.182514 -0.112475 -0.110858 0.122955 0.050022 0.060214 -0.154520 -0.249617 -0.209948 -0.070545 0.153761 -0.113466 -0.140783 -0.230448 0.163628 0.036818 0.033463 0.027298 -0.111458 -0.297152 -0.148187 0.080283 -0.114227 -0.225235 -0.019778 -0.059755 -0.000933 -0.040380
0.039615 0.050935 -0.060616 0.023447 0.140650 0.031436 0.184033 -0.046486 0.191044 -0.151313 -0.064964 -0.238533 -0.120867 0.180421 0.145054 0.194228 -0.190362 -0.216123 0.002563 0.039780 -0.181370 0.122967 0.144599 0.051992 -0.004476 0.102339 0.079186 -0.136176 -0.085761 0.173819 -0.142092 -0.159426 -0.142667 0.075795 -0.151615 0.024418 -0.039151 0.052318 0.010907 -0.040816 -0.061895 -0.149323 0.022453 0.123816 0.041264 -0.079825 -0.101078 0.047753 -0.041186 -0.027932
-0.012925 -0.087002 -0.063707 0.104556 0.007233 0.091171 0.037184 -0.038614 -0.121446 0.010762 0.120104 0.156692 -0.083097 0.100141 -0.054258 -0.173884 -0.062563 -0.005837 -0.080601 0.029134 0.212611 0.145045 0.116547 -0.068193 0.066984 -0.077787 0.078140 -0.115287 0.049388 -0.021739 -0.148549 -0.044709 -0.076773 0.108643 -0.161065 0.056621 0.120147 -0.019650 -0.116395 0.126208 0.067858 -0.207234 0.003499 -0.164078 -0.050326 0.140400 0.100776 0.078305 -0.063337 0.022646
-0.065887 0.206264 -0.121890 -0.099168 0.049286 0.000542 0.145021 -0.088426 0.073933 0.015503 0.000000 -0.015176 0.134144 -0.163822 0.078128 -0.058564 0.171913 -0.048134 0.030613 0.257813 0.006051 -0.077303 -0.066379 0.151776 -0.001602 0.068195 0.220374 0.073910 -0.130601 -0.018012 0.000000 0.041478 0.000000 0.085023 -0.006491 0.028541 -0.126346 0.034829 0.053621 -0.068432 -0.073293 0.020206 -0.078185 -0.043979 -0.107344 0.088966 0.217879 -0.126308 -0.121413 -0.021530
-0.070716 -0.082771 -0.007381 -0.003598 0.037314 0.000000 -0.000175 -0.090464 0.038515 0.031168 0.090064 -0.241409 0.138582 -0.094696 0.059026 -0.060716 -0.175239 -0.064465 -0.010532 0.067383 -0.031924 -0.029178 0.087588 -0.141116 0.061244 -0.025848 0.173828 0.055285 -0.147719 -0.050660 0.127157 -0.071635 -0.015706 -0.012050 0.082924 0.070631 -0.042663 0.157028 0.128638 0.092112 -0.097299 -0.000000 -0.057126 0.077339 0.108293 -0.074750 -0.170655 -0.103427 -0.000940 0.089929
0.123312 -0.130522 0.126361 0.019001 0.021768 0.000974 -0.000000 0.054426 -0.034828 0.035185 0.062058 -0.005700 -0.055735 -0.172744 -0.152577 0.100544 -0.102561 0.225468 -0.100916 0.074789 -0.142099 -0.095836 -0.045009 -0.128048 -0.021139 0.079732 -0.080703 0.111871 -0.009770 0.014037 -0.000000 -0.017011 0.099307 -0.147736 0.152580 0.010188 0.075547 -0.078777 0.138027 0.185740 0.152838 -0.077074 -0.015944 -0.154174 -0.209828 -0.012106 0.130031 -0.056284 0.071801 0.059851
-0.004887 -0.006431 -0.065837 0.009448 0.137066 -0.014240 -0.087987 0.079920 -0.090790 -0.157346 0.060643 -0.160157 -0.120965 0.134611 -0.028107 0.164027 0.165251 -0.058837 0.116187 0.143831 -0.102016 -0.188047 -0.119504 0.017720 0.014852 0.191352 -0.124440 0.117061 0.165739 0.145100 0.044213 0.040211 -0.180106 0.028792 -0.089069 0.181742 0.067089 -0.019203 -0.094703 0.091448 0.131718 0.065144 0.171600 0.131746 -0.157465 0.078204 0.185407 0.144458 -0.148788 -0.140849
0.081773 0.080874 -0.164288 0.005323 -0.144969 -0.031224 0.110627 -0.062705 0.100690 0.019896 0.167647 0.180963 -0.030652 0.162892 0.200871 0.093249 -0.170318 0.142474 -0.094342 -0.021873 0.053124 -0.183127 0.110029 -0.176421 0.057973 0.187289 -0.125539 -0.185346 0.148449 0.107406 -0.177798 -0.058903 0.185850 -0.151660 0.023246 -0.052709 0.131935 -0.094099 -0.051024 0.103849 -0.045240 0.165148 0.064148 -0.054859 0.113901 0.104013 -0.096011 -0.015184 -0.074176 0.014176
0.183333 -0.057852 0.024945 -0.021287 0.056926 -0.017406 -0.056623 0.131038 -0.025494 0.160299 -0.235275 -0.183843 0.112384 0.049868 0.109563 0.073615 -0.169603 -0.171868 -0.074760 -0.155767 -0.111907 -0.076352 0.033452 -0.125795 -0.045399 0.132277 0.093587 0.094834 -0.094700 -0.165331 -0.101334 0.028260 0.079906 -0.059687 0.097725 0.037175 -0.102297 -0.115028 -0.125136 -0.075402 -0.168817 -0.063176 0.094349 -0.092457 -0.004234 0.134777 0.198164 -0.177829 0.090606 0.126663
