-0.087063 -0.013269 -0.195960 0.066691 -0.153851 -0.003441 0.029779 -0.014776 0.220051 0.081920
0.095789 0.170955 -0.102665 0.204193 0.114459 0.108305 -0.061438 0.018877 -0.224632 -0.017419
0.089629 0.064745 0.099720 0.155074 -0.019561 0.136927 0.051671 0.057825 0.078534 0.082273
0.107780 0.047425 0.227782 0.256668 -0.152116 -0.012069 0.130848 -0.181431 0.123462 0.074210
0.171832 0.139719 -0.013769 -0.000000 -0.101983 0.000231 -0.000078 -0.133647 -0.188385 -0.000999
0.098983 0.053139 0.218812 -0.101010 0.077808 0.123424 0.130013 -0.040580 -0.131008 0.000663
-0.001694 0.067364 -0.101467 0.011728 0.074366 0.099916 0.137806 0.179961 -0.176024 0.122862
0.116878 0.083223 -0.164834 -0.161555 0.158468 -0.115437 0.125325 -0.022529 0.158993 0.229940
-0.105625 0.051419 0.052529 -0.013336 0.009042 0.000779 -0.005200 -0.000000 -0.092280 0.000000
0.020395 -0.000058 -0.000482 0.000001 0.159587 0.170843 0.001779 0.094627 0.099791 -0.101372
-0.000048 0.000306 0.026116 -0.085224 0.007043 -0.002973 0.000108 -0.032438 0.139187 0.016620
0.031205 0.172226 0.223813 0.187747 -0.181437 0.170303 0.081876 -0.118987 0.229884 -0.136055
-0.233962 0.160586 0.195320 -0.065328 -0.160362 0.205182 0.000413 0.227835 0.081532 0.134910
0.143185 0.110620 0.161929 0.170425 0.115375 0.099791 0.102997 0.092916 0.185999 0.147035
0.194892 0.153710 0.145990 0.136799 0.107159 0.231988 0.207018 0.133624 0.220181 0.173356
0.185016 -0.000115 0.186677 -0.113069 -0.001335 -0.004558 -0.005408 0.135154 0.008293 0.000018
-0.121579 0.008954 0.004391 0.023751 -0.046069 -0.034131 -0.052324 0.048682 -0.044389 -0.053422
-0.212440 -0.044215 -0.002368 -0.172891 0.166279 0.126205 0.084393 0.179994 0.084153 0.152947
0.027318 -0.043869 -0.145109 0.028721 -0.021195 0.160511 -0.042370 0.069007 -0.035993 0.003075
0.107293 0.091395 0.154572 0.076433 0.122377 0.010999 0.075926 0.086922 0.068464 0.107190
0.001295 -0.052272 -0.104847 0.110266 0.226013 -0.017458 0.009571 -0.000000 -0.130074 -0.004210
0.105991 0.025311 0.056739 0.015743 0.084777 0.092871 0.158135 0.060676 0.083591 0.088329
-0.000945 -0.005706 0.094550 -0.055710 0.068622 0.045291 -0.039646 -0.206843 -0.078636 0.014332
-0.000646 0.046965 0.014714 -0.000146 0.032515 -0.000087 0.180605 -0.000165 0.005437 0.001600
-0.004731 0.198797 -0.005334 0.000400 0.006764 0.013370 -0.000168 -0.095449 0.092290 -0.015059
0.026105 -0.032362 0.061017 -0.103094 -0.046637 0.055562 0.122734 -0.110399 -0.242177 -0.031387
0.000110 0.046509 -0.011456 0.199584 0.001339 0.228923 -0.009845 -0.000737 0.182499 0.058492
0.004282 0.051393 0.029681 0.020259 0.109155 0.072530 0.031854 0.022461 0.039815 0.043974
-0.017539 0.019256 -0.028550 0.115174 0.025398 -0.025665 0.166267 0.100553 0.038738 -0.114261
0.197952 -0.021079 0.106402 0.081287 0.075570 0.112460 0.123446 0.080673 0.082220 0.092846
0.054996 -0.160927 -0.011712 -0.159855 -0.211915 0.079244 -0.020628 -0.092376 -0.275417 -0.126540
-0.051901 -0.205080 -0.055182 -0.100616 -0.109501 -0.144237 -0.104754 -0.086733 -0.143381 -0.165801
-0.001511 -0.089173 -0.180315 -0.009566 -0.000033 0.000753 -0.000578 -0.240368 0.124151 0.113166
-0.061006 0.163635 -0.050629 -0.205263 -0.106704 -0.099158 0.014604 0.182590 0.009915 0.110030
-0.037731 0.003958 -0.040179 -0.082037 -0.069915 -0.057533 -0.089556 -0.049420 -0.062056 -0.046786
0.007843 -0.001410 -0.087251 0.278449 0.094668 0.222639 -0.103344 0.151030 0.163326 -0.141128
0.054079 0.202349 -0.031156 0.080843 0.139480 0.131154 0.119759 -0.025284 -0.176192 -0.071372
0.006807 -0.007151 -0.001724 0.116947 0.210764 0.155034 -0.009584 -0.000005 0.039686 -0.000022
-0.053456 -0.033288 -0.076727 -0.032277 0.005879 -0.036572 -0.121957 0.005169 -0.070830 0.046633
0.179143 0.155995 0.224263 0.165192 -0.154328 0.122805 0.198197 0.152080 0.161590 0.001365
0.094086 -0.054018 -0.023431 0.119765 0.318373 -0.183341 -0.102514 0.132591 0.160362 0.024072
0.026394 0.000813 0.090067 0.032253 -0.045235 0.049338 0.010482 0.024696 0.018673 -0.009290
-0.076907 0.068125 -0.021305 -0.001940 -0.042730 -0.042725 0.015355 0.009636 0.024100 -0.024803
0.002450 0.032096 0.012930 -0.007286 0.081845 -0.003975 -0.000943 0.169837 -0.116490 0.101657
0.000001 -0.000000 -0.000000 -0.021489 0.000000 0.020700 0.000000 -0.000000 -0.000186 0.000000
0.000922 0.095139 0.145794 0.000437 -0.073135 0.103689 -0.000000 -0.000741 0.006331 0.094588
-0.000358 0.017389 0.141915 -0.180615 0.037562 0.029768 -0.110007 0.120761 -0.183067 0.249634
0.009591 0.008602 -0.007772 -0.010183 -0.032253 -0.049391 -0.015314 0.022926 -0.009114 -0.006728
0.038017 0.032515 -0.014593 -0.145256 0.044870 0.010582 0.000470 0.114749 0.028272 0.020778
-0.142257 0.107726 0.023337 -0.093830 -0.004640 -0.067407 -0.137424 0.076722 0.043475 -0.016161
