-0.123745 -0.095194 -0.018797 0.000197 0.042299 0.033450 -0.060094 0.115212 0.022165 -0.074772 -0.137000 0.020944 -0.191396 -0.118002 -0.014071 0.058014 0.041857 -0.050125 -0.283686 0.102050 0.079149 0.072865 0.133890 -0.252974 -0.002973 0.011385 0.159405 -0.188258 0.131682 -0.048543 0.165853 0.100606 -0.123489 -0.090992 0.074831 -0.050463 0.101546 0.013622 0.199120 0.011441 0.161672 0.026371 0.005827 -0.188903 0.020971 0.005964 0.266922 0.095632 -0.156070 -0.367324 -0.047394 0.137661 0.026113 -0.031662 0.291547 -0.151092 -0.171589 -0.218566 -0.110601 -0.321043 -0.065195 -0.043223 -0.287305 -0.435598 -0.061797 -0.096331 0.008878 0.042627 0.153532 0.145586 -0.092769 0.083481 -0.003627 0.240445 -0.095126 -0.038624 -0.363147 -0.111896 -0.004038 0.076900 -0.087289 -0.034404 0.105799 -0.122690 -0.126410 0.013209 0.110648 -0.020820 0.036944 -0.194813 -0.218227 -0.071949 -0.195394 -0.138393 -0.030115 0.095085 0.038030 -0.002263 -0.010795 -0.062991
-0.091696 0.066691 -0.068853 -0.096244 -0.163945 -0.186601 -0.245224 0.022265 0.014781 -0.213630 0.037466 -0.313437 -0.107861 0.119917 -0.234006 0.083548 -0.176451 0.025432 -0.105831 -0.066908 -0.193688 -0.013126 0.013554 -0.183912 0.097139 -0.033642 -0.084722 0.160100 -0.125598 0.002429 -0.068432 -0.144769 -0.066429 -0.091291 -0.077370 0.071057 -0.016230 -0.253536 -0.237866 -0.021904 -0.127523 0.072171 -0.220401 -0.078109 -0.023057 0.094490 -0.111177 -0.022087 -0.203852 0.007553 -0.217231 0.017585 -0.187858 0.021004 0.024696 -0.045917 -0.030835 0.117133 0.040436 -0.129010 -0.060861 0.109865 0.049677 -0.028609 0.075544 -0.109032 -0.159700 -0.084176 -0.121889 -0.134181 0.006290 0.121951 -0.058461 0.099957 0.052472 -0.165399 0.019209 0.123302 0.132315 -0.144489 -0.098329 -0.175221 -0.257926 0.065149 0.150151 -0.194896 -0.000158 -0.096024 0.044495 -0.063499 -0.288827 0.021359 0.029493 0.045768 -0.254099 -0.080586 -0.090500 -0.080872 -0.203472 -0.050254
0.081026 -0.017589 -0.087645 -0.073195 -0.061990 0.203881 -0.080928 -0.070403 -0.018372 0.142244 0.104848 0.012606 -0.329603 0.004364 0.261162 0.065717 -0.079336 -0.063828 0.032983 -0.249912 0.000386 -0.061332 -0.018819 0.028187 0.141072 0.179974 -0.030182 -0.065865 0.109813 -0.356221 0.101508 0.046111 -0.078879 -0.095874 -0.017329 0.060758 -0.083546 -0.101419 -0.173195 -0.035689 -0.217855 -0.018107 0.137483 -0.009274 0.086754 0.029010 -0.122268 -0.030225 0.144278 0.063561 -0.137102 -0.227781 -0.128249 -0.003165 0.111147 -0.043557 -0.038221 -0.258019 -0.222565 0.017316 -0.141556 0.016352 -0.132656 0.001622 -0.072823 -0.063011 -0.101884 0.002168 -0.204021 -0.068719 0.082886 0.021107 -0.215504 0.125777 -0.038842 -0.018229 0.129428 -0.140460 0.067073 0.032470 -0.183631 -0.077964 0.050667 -0.041919 0.128544 -0.173569 -0.007091 -0.100625 -0.100806 0.124876 0.039522 -0.054369 -0.127786 0.107266 0.107644 -0.338090 0.044521 -0.075581 -0.147272 -0.017196
0.059015 0.054713 -0.134869 -0.002220 -0.046069 0.141783 0.191702 -0.215727 0.009305 -0.188834 -0.149212 -0.178369 0.081932 0.048539 -0.160234 -0.179277 0.008105 -0.267058 0.090410 -0.289858 -0.146896 -0.177195 -0.035568 0.027720 -0.100380 0.020619 0.183586 0.207365 0.139435 -0.046050 -0.206468 -0.104819 -0.159477 -0.204688 0.143668 -0.169720 0.263268 -0.066037 -0.040677 -0.100413 -0.286944 0.142038 -0.016257 -0.052520 -0.356028 -0.206805 -0.271359 -0.147013 0.048431 -0.116495 0.092127 -0.042761 -0.072924 0.019661 0.041415 -0.126368 0.115835 0.016400 0.249960 0.165966 0.087572 -0.071287 0.224497 -0.229163 0.333015 0.150279 0.172153 -0.034900 0.133293 -0.163723 -0.085358 -0.007571 0.028092 0.130911 0.163865 -0.043825 0.092714 -0.081415 0.120944 -0.209504 -0.110513 0.077034 -0.000526 -0.099872 -0.116535 0.044565 0.037305 -0.056821 0.169598 -0.055469 0.093983 0.009369 0.180006 -0.087107 0.041454 0.282027 0.064918 -0.050914 -0.134970 0.036117
-0.150106 0.054866 -0.077982 0.006599 -0.009101 0.009317 -0.154268 -0.186669 0.223517 0.132918 -0.058508 -0.206553 0.046549 -0.093068 0.064198 0.303648 0.027665 -0.214150 -0.064870 0.215028 -0.165189 0.099892 0.014503 0.086670 0.060185 -0.057049 -0.013863 -0.069578 0.178893 -0.138225 -0.063603 -0.079376 0.121390 -0.063934 0.099642 -0.022653 -0.030853 0.311358 0.119196 0.064123 0.101827 0.057376 -0.099379 0.081946 -0.084706 0.159782 0.001881 0.009462 0.179687 0.066941 -0.074473 -0.027153 0.116480 -0.021868 0.013782 -0.145866 -0.003799 -0.266410 -0.128372 -0.100250 0.119352 0.074314 -0.209374 -0.031922 0.037674 -0.076631 -0.041653 -0.001960 -0.426091 0.063201 -0.031183 0.057661 0.045710 0.164988 -0.077891 0.077136 -0.097381 0.082595 0.086669 -0.092520 -0.147530 -0.041400 -0.019732 -0.091501 0.015921 0.286995 0.139379 -0.110407 -0.146226 0.068773 -0.188554 -0.034033 -0.078267 0.160579 0.038358 -0.019908 -0.161751 -0.002100 -0.216728 0.000849
-0.278379 0.177922 -0.015238 -0.079497 -0.191944 0.109087 -0.252463 -0.204715 -0.293191 0.119699 -0.049020 0.235072 0.259799 0.047931 0.162586 0.057834 0.016467 -0.112050 0.176500 0.172215 -0.068452 0.179990 -0.061935 -0.088790 0.199473 -0.237908 -0.180254 0.156816 -0.038226 -0.107637 0.240471 -0.228965 -0.035971 0.000228 -0.044939 0.252419 0.120980 0.145406 -0.248506 -0.105029 0.149369 -0.553362 -0.059574 -0.164468 0.074884 -0.032073 0.040779 -0.028124 0.244815 -0.059797 -0.019884 0.181960 -0.117174 0.079699 -0.014311 -0.096126 -0.062167 0.273982 -0.167330 -0.060088 -0.032188 -0.040372 -0.003664 0.119325 -0.196648 0.215517 -0.136949 -0.003438 -0.118861 0.051232 -0.230933 0.203511 0.273927 -0.122749 -0.093757 0.119554 -0.158140 -0.029936 0.175330 0.055248 -0.101461 -0.031538 0.160475 0.039877 -0.263595 -0.161659 -0.193509 0.014993 -0.077037 -0.086886 0.082005 -0.306135 -0.011741 0.069709 0.066605 -0.155729 0.120656 -0.124585 -0.079901 -0.004241
-0.082724 -0.186899 0.118666 -0.006775 -0.091791 0.054477 -0.255538 0.153532 -0.010598 -0.045217 0.222363 0.194279 -0.199545 0.011814 -0.014962 -0.146887 -0.204829 0.131189 -0.125594 -0.000687 -0.260045 0.150535 -0.060682 0.190257 0.055944 -0.078279 0.177595 -0.082565 -0.102184 0.063441 0.043813 0.197965 -0.055142 0.095207 -0.157446 -0.202573 0.032629 -0.006924 0.072290 0.101954 -0.100657 -0.028962 -0.101638 -0.099480 0.246041 0.043779 0.344465 0.302602 -0.233305 0.097480 -0.081580 -0.037467 -0.108319 0.002107 0.232488 0.044882 -0.086128 -0.221890 -0.245698 0.097746 0.005987 -0.057350 -0.016223 0.067948 0.025238 -0.225533 0.137536 0.058925 -0.070593 -0.114979 -0.024622 0.280402 0.032551 -0.079903 0.159594 0.087683 0.102130 -0.178035 0.106693 -0.034213 0.425199 -0.071674 -0.028811 -0.099384 -0.058980 -0.248762 0.111727 0.072504 -0.107326 0.145636 0.223577 -0.051700 -0.004764 -0.053611 0.085650 0.219024 0.022145 0.001638 -0.133186 0.014439
0.144878 -0.024812 -0.071290 -0.017762 -0.027684 -0.122133 0.021182 0.011507 0.049722 -0.247351 -0.104764 -0.190357 0.044866 0.175155 -0.010117 -0.057480 -0.151807 -0.215372 0.110598 0.146119 0.089148 -0.066398 -0.145405 0.036467 0.022616 0.091283 -0.038456 -0.202808 0.006016 0.002241 -0.081980 0.063910 0.033049 -0.035563 -0.061810 -0.036983 -0.144272 -0.334622 -0.026689 -0.120075 -0.197353 0.192380 -0.267498 0.073147 0.058717 0.109182 -0.159718 0.102695 -0.076375 -0.059710 0.127305 0.196329 -0.068258 -0.024624 -0.060182 0.248262 -0.103840 0.042641 0.109787 0.071259 -0.037783 0.111029 0.061579 -0.050604 -0.223055 -0.075900 0.106117 0.071576 -0.053664 -0.093516 0.097189 -0.131007 0.093450 0.232773 0.028644 0.021873 -0.190517 0.035822 0.070571 -0.220418 0.134400 -0.002182 -0.192155 -0.145808 0.096259 -0.041319 -0.247616 0.012049 0.010523 -0.011033 -0.136450 0.040698 -0.151563 0.030519 -0.091280 -0.067172 -0.104763 0.034257 0.219585 -0.042012
0.163358 0.166726 0.070225 -0.021526 -0.062116 0.009455 -0.045184 0.003471 -0.012745 0.067894 -0.058819 0.124922 0.128598 -0.104289 -0.032399 0.165400 0.028748 0.002651 -0.397782 -0.160423 -0.258850 0.015637 0.003174 -0.225411 0.033262 -0.377502 -0.488995 -0.039200 -0.253112 0.049488 0.015416 0.136348 -0.144523 -0.225961 -0.147796 0.140774 -0.171847 -0.042715 -0.200791 0.065692 0.062842 -0.360061 -0.095907 -0.301967 -0.058030 0.040292 0.010229 -0.202446 -0.372724 -0.187419 -0.070988 -0.018048 -0.074287 -0.055819 -0.062247 -0.144584 -0.218573 0.253034 -0.241686 -0.023417 -0.038456 -0.032351 0.078523 -0.035320 -0.255363 0.202817 -0.030561 0.026937 0.011383 0.138744 -0.158283 -0.052574 -0.112294 -0.094201 0.074610 0.168158 -0.306284 -0.351843 -0.031085 -0.301083 -0.053593 0.151777 0.126496 -0.098774 0.009069 -0.076374 -0.030885 -0.232503 -0.141729 0.117257 0.202526 -0.119170 0.056487 -0.355069 -0.203825 0.009962 -0.043656 -0.085497 0.097493 -0.006390
-0.087006 -0.202880 -0.241677 -0.186770 -0.099564 -0.220186 0.183541 0.012732 0.361734 -0.244649 0.235373 0.108651 -0.255188 -0.247670 -0.092798 0.041532 -0.113804 0.074853 -0.247580 0.017716 -0.143469 0.004673 -0.166388 -0.091694 -0.092680 0.110765 -0.220708 0.051825 0.030839 -0.226836 0.297002 -0.183503 0.047890 -0.097971 -0.229440 -0.006077 -0.092148 -0.227502 0.276340 0.056994 0.184649 -0.002601 -0.050911 -0.034425 -0.269909 -0.232088 -0.105123 -0.083035 -0.132107 0.217566 -0.234625 -0.274652 -0.060302 -0.017437 -0.034849 -0.128135 -0.134832 -0.003268 -0.444831 -0.265712 -0.143040 -0.154633 0.139747 0.072848 -0.021949 0.013699 0.121154 -0.093680 -0.031828 -0.051541 -0.038959 0.090904 -0.180557 0.174507 0.178958 -0.106517 -0.194267 -0.315580 -0.047420 -0.031070 -0.212931 -0.129146 -0.145781 0.057979 -0.058001 -0.138818 0.036877 0.080821 -0.121099 0.282761 0.017260 -0.060252 0.040129 0.081173 0.108615 0.030363 -0.031865 -0.055368 0.001169 0.000837
